locationid,latitude,longitude,stationname,parentcity,sourceurl
523,30.859939,120.120168,"Jishan new village, Huzhou",zhejiang,http://aqicn.org/city/zhejiang/huzhoushi/jishanxincun/
524,30.862371,120.084577,"Town west water plant, Huzhou",zhejiang,http://aqicn.org/city/zhejiang/huzhoushi/chengxishuichang/
525,30.892304,120.091694,Huzhou,huzhou,http://aqicn.org/city/huzhou/
526,29.990447,120.647547,"Donghu middle school, Shaoxing",zhejiang,http://aqicn.org/city/zhejiang/shaoxingshi/donghuzhongxue/
527,30.001695,120.584318,"City EPA station, Shaoxing",zhejiang,http://aqicn.org/city/zhejiang/shaoxingshi/shihuanbaozhan/
528,29.986643,120.613578,"Chengdong BDA committee, Shaoxing",zhejiang,http://aqicn.org/city/zhejiang/shaoxingshi/chengdongkaifawei/
529,30.07574,120.62154,"Paojiang station, Shaoxing",zhejiang,http://aqicn.org/city/zhejiang/shaoxingshi/paojiangzhan/
530,29.930983,120.577131,"Shaoxing technical school, Shaoxing",zhejiang,http://aqicn.org/city/zhejiang/shaoxingshi/shaoxingzhongzhuan/
531,29.706266,120.253183,"Library, Shaoxing",zhejiang,http://aqicn.org/city/zhejiang/shaoxingshizhujishi/tushuguan/
532,29.726405,120.221602,"Transporation management station, Shaoxing",zhejiang,http://aqicn.org/city/zhejiang/shaoxingshizhujishi/yunguansuozhan/
533,30.049601,120.539893,"Dongpu Town Governement, Shaoxing",zhejiang,http://aqicn.org/city/zhejiang/shaoxingshi/dongpuzhenzhengfu/
534,29.993122,120.590182,Shaoxing,shaoxing,http://aqicn.org/city/shaoxing/
535,29.100031,119.690373,"City Monitoring Station, Jinhua",zhejiang,http://aqicn.org/city/zhejiang/jinhuashi/shijiancezhan/
536,29.074022,119.652121,"No.15 middle school, Jinhua",zhejiang,http://aqicn.org/city/zhejiang/jinhuashi/shiwuzhong/
537,29.110109,119.653654,"No.4 middle school, Jinhua",zhejiang,http://aqicn.org/city/zhejiang/jinhuashi/sizhong/
538,29.332898,120.083351,"Beiyuan, Jinhua",zhejiang,http://aqicn.org/city/zhejiang/jinhuashiyiwushi/beiyuan/
539,29.302486,120.095291,"Jiangdong, Jinhua",zhejiang,http://aqicn.org/city/zhejiang/jinhuashiyiwushi/jiangdong/
540,29.076083,119.65215,Jinhua,jinhua,http://aqicn.org/city/jinhua/
541,28.937291,118.876081,"EPA building, Quzhou",zhejiang,http://aqicn.org/city/zhejiang/quzhoushi/huanbaodalou/
542,28.961502,118.880916,"Experimental school, Quzhou",zhejiang,http://aqicn.org/city/zhejiang/quzhoushi/shiyanxuexiao/
543,28.971452,118.860052,"Quzhou University, Quzhou",zhejiang,http://aqicn.org/city/zhejiang/quzhoushi/quzhouxueyuan/
544,28.966994,118.864252,Quzhou,quzhou,http://aqicn.org/city/quzhou/
545,29.951412,122.317679,"Putuo east port, Zhoushan",zhejiang,http://aqicn.org/city/zhejiang/zhoushanshi/putuodonggang/
546,30.018014,122.126566,"Dinghai tanfeng, Zhoushan",zhejiang,http://aqicn.org/city/zhejiang/zhoushanshi/dinghaitanfeng/
547,29.983049,122.210763,Zhoushan,zhoushan,http://aqicn.org/city/zhoushan/
548,28.651216,121.42331,"Taizhou EPA building, Taizhou",zhejiang,http://aqicn.org/city/zhejiang/taizhoushi/taizhouhuanbaodalou/
549,28.574364,121.381194,"Luqiao Tian Yang Wang, Taizhou",zhejiang,http://aqicn.org/city/zhejiang/taizhoushi/luqiaotianyangwang/
550,28.656151,121.285064,"Huangyan EPA building, Taizhou",zhejiang,http://aqicn.org/city/zhejiang/taizhoushi/huangyanhuanbaodalou/
551,28.419638,119.883884,"Yu Zhuang Qian, Lishui",zhejiang,http://aqicn.org/city/zhejiang/lishuishi/yuzhuangqian/
552,28.444379,119.923103,"Monitoring station building, Lishui",zhejiang,http://aqicn.org/city/zhejiang/lishuishi/jiancezhandalou/
553,28.450912,119.939332,"Liandu primary school, Lishui",zhejiang,http://aqicn.org/city/zhejiang/lishuishi/lianduxiaoxue/
554,28.464224,119.927201,Lishui,lishui,http://aqicn.org/city/lishui/
555,29.860375,121.590148,Taigu Primary School,ningbo,http://aqicn.org/city/ningbo/taiguxiaoxue/
556,29.848021,121.528519,Qianhu shuihan,ningbo,http://aqicn.org/city/ningbo/shihuanjingjiancezhongxin/
557,29.886956,121.558691,Sanjiang secondary schools,ningbo,http://aqicn.org/city/ningbo/sanjiangzhongxue/
558,29.954785,121.717484,Longsai Hospital,ningbo,http://aqicn.org/city/ningbo/longsaiyiyuan/
559,29.908474,121.839815,Beilun,ningbo,http://aqicn.org/city/ningbo/quhuanbaodaloubeilun/
560,29.817695,121.564155,Wanli University,ningbo,http://aqicn.org/city/ningbo/wanlixueyuan/
561,29.774099,121.63814,Money lake plant,ningbo,http://aqicn.org/city/ningbo/qianhushuichang/
562,29.896774,121.621919,Municipal management station,ningbo,http://aqicn.org/city/ningbo/shizhengguanlizhan/
563,32.06795,118.779216,"Shanxi Road , Nanjing",jiangsu,http://aqicn.org/city/jiangsu/nanjing/shanxilu/
564,32.029321,118.80817,"Ruijin Road , Nanjing",jiangsu,http://aqicn.org/city/jiangsu/nanjing/ruijinlu/
565,32.075423,118.800188,"Xuanwu Lake, Nanjing",jiangsu,http://aqicn.org/city/jiangsu/nanjing/xuanwuhu/
566,32.007171,118.742217,"Olympic Center, Nanjing",jiangsu,http://aqicn.org/city/jiangsu/nanjing/aotizhongxin/
567,32.106958,118.919882,"Xianlin University Town , Nanjing",jiangsu,http://aqicn.org/city/jiangsu/nanjing/xianlindaxuecheng/
568,32.058179,118.802061,Nanjing,nanjing,http://aqicn.org/city/nanjing/
569,31.24502,120.565211,"Shangfang hill , Suzhou",jiangsu,http://aqicn.org/city/jiangsu/suzhou/shangfangshan/
570,31.268105,120.61717,"Wuzhong District , Suzhou",jiangsu,http://aqicn.org/city/jiangsu/suzhou/wuzhongqu/
571,31.297277,120.547262,"Suzhou New District , Suzhou",jiangsu,http://aqicn.org/city/jiangsu/suzhou/suzhouxinqu/
572,31.307603,120.673257,"Suzhou Industrial Area, Suzhou",jiangsu,http://aqicn.org/city/jiangsu/suzhou/suzhougongyeyuanqu/
573,31.368674,120.645209,"Xiangcheng district, Suzhou",jiangsu,http://aqicn.org/city/jiangsu/suzhou/xiangchengqu/
574,31.296701,120.589493,Suzhou,suzhou,http://aqicn.org/city/suzhou/
575,31.957836,120.917218,"South suburb , Nantong",jiangsu,http://aqicn.org/city/jiangsu/nantong/nanjiao/
576,31.927873,120.944254,"Xinghu park, Nantong",jiangsu,http://aqicn.org/city/jiangsu/nantong/xinghuhuayuan/
577,32.039638,120.814358,"Zilang school, Nantong",jiangsu,http://aqicn.org/city/jiangsu/nantong/zilangxueyuan/
578,31.978005,120.898555,Nantong,nantong,http://aqicn.org/city/nantong/
579,34.595509,119.226814,Lianyungang,jiangsu,http://aqicn.org/city/jiangsu/lianyungang/
580,34.588692,119.146693,"Hongmen police substation, Lianyungang",jiangsu,http://aqicn.org/city/jiangsu/lianyungang/hongmenpaichusuo/
581,34.749957,119.373707,"Xugou Nuclear Expert Village , Lianyungang",jiangsu,http://aqicn.org/city/jiangsu/lianyungang/xugouhedianzhuanjiacun/
582,34.697574,119.353668,"Hengrui pharmaceutical company, BDA, Lianyungang",jiangsu,http://aqicn.org/city/jiangsu/lianyungang/kaifaquhengruiyiyaogongsi/
583,34.586791,119.186929,"City Monitoring Station, Lianyungang",jiangsu,http://aqicn.org/city/jiangsu/lianyungang/shijiancezhan/
584,34.271542,117.177241,"Yellow river new village , Xuzhou",jiangsu,http://aqicn.org/city/jiangsu/xuzhou/huanghexincun/
585,34.307086,117.197766,"Tongshan Veterinary Hospital , Xuzhou",jiangsu,http://aqicn.org/city/jiangsu/xuzhou/tongshanshouyiyuan/
586,34.213992,117.261718,"New Town , Xuzhou",jiangsu,http://aqicn.org/city/jiangsu/xuzhou/xinchengqu/
587,34.289822,117.249721,"Taoyuan road, Xuzhou",jiangsu,http://aqicn.org/city/jiangsu/xuzhou/taoyuanlu/
588,34.27655,117.299079,"Agricultural Science Academy , Xuzhou",jiangsu,http://aqicn.org/city/jiangsu/xuzhou/nongkeyuan/
589,34.179384,117.171798,"Tongshan EPA, Xuzhou",jiangsu,http://aqicn.org/city/jiangsu/xuzhou/tongshanquhuanbaoju/
590,34.20346,117.289825,Xuzhou,xuzhou,http://aqicn.org/city/xuzhou/
591,32.39233,119.418446,Yangzhou,jiangsu,http://aqicn.org/city/jiangsu/yangzhou/
592,32.374218,119.394484,"Hanjiang Monitoring Station, Yangzhou",jiangsu,http://aqicn.org/city/jiangsu/yangzhou/hanjiangjiancezhan/
593,32.401394,119.44444,"No. 4 Hospital, Yangzhou",jiangsu,http://aqicn.org/city/jiangsu/yangzhou/disiyiyuan/
594,32.406588,119.41591,"City Monitoring Station, Yangzhou",jiangsu,http://aqicn.org/city/jiangsu/yangzhou/shijiancezhan/
595,31.484752,120.273571,"University Town , Wuxi",jiangsu,http://aqicn.org/city/jiangsu/wuxi/daxuecheng/
596,31.619969,120.279584,"Shibei High School , Wuxi",jiangsu,http://aqicn.org/city/jiangsu/wuxi/shibeigaozhong/
597,31.561155,120.249588,"Yuhong Elementary School , Wuxi",jiangsu,http://aqicn.org/city/jiangsu/wuxi/yuhongxiaoxue/
598,31.488746,120.31575,Wuxi,wuxi,http://aqicn.org/city/wuxi/
599,31.808037,119.979205,Changzhou,jiangsu,http://aqicn.org/city/jiangsu/changzhou/
600,31.776476,119.937681,"Chengjian School, Changzhou",jiangsu,http://aqicn.org/city/jiangsu/changzhou/chengjianxuexiao/
601,31.806828,119.966724,"Changzhou Engineering Institute , Changzhou",jiangsu,http://aqicn.org/city/jiangsu/changzhou/changgongyuan/
602,31.701788,119.939676,"Wujin Monitoring Station, Changzhou",jiangsu,http://aqicn.org/city/jiangsu/changzhou/wujinjiancezhan/
603,31.777201,119.979426,"City Monitoring Station, Changzhou",jiangsu,http://aqicn.org/city/jiangsu/changzhou/shijiancezhan/
604,32.18597,119.431281,Zhenjiang,jiangsu,http://aqicn.org/city/jiangsu/zhenjiang/
605,32.186174,119.685021,"New District Administrative office , Zhenjiang",jiangsu,http://aqicn.org/city/jiangsu/zhenjiang/xinqubanshichu/
606,32.212973,119.496253,"Vocational Education Center , Zhenjiang",jiangsu,http://aqicn.org/city/jiangsu/zhenjiang/zhijiaozhongxin/
607,32.130026,119.435432,"Dantu Monitoring Station , Zhenjiang",jiangsu,http://aqicn.org/city/jiangsu/zhenjiang/dantuqujiancezhan/
608,32.202178,119.439766,"City Monitoring Station, Zhenjiang",jiangsu,http://aqicn.org/city/jiangsu/zhenjiang/shijiancezhan/
609,32.300768,119.886757,"Gaogang Adminstrative office , Taizhoushi",jiangsu,http://aqicn.org/city/jiangsu/taizhou/gaogangquzhengfu/
610,32.461672,119.892761,"Students Innovation Park , Taizhoushi",jiangsu,http://aqicn.org/city/jiangsu/taizhou/liuxueshengchuangyeyuan/
611,32.453555,119.927852,Taizhoushi,taizhoushi,http://aqicn.org/city/taizhoushi/
612,33.400859,120.123067,"Yancheng power station , Yancheng",jiangsu,http://aqicn.org/city/jiangsu/yancheng/yanchengdianchang/
613,33.345939,120.168504,Yancheng,jiangsu,http://aqicn.org/city/jiangsu/yancheng/
614,33.370531,120.134041,"Wenfeng Middle School , Yancheng",jiangsu,http://aqicn.org/city/jiangsu/yancheng/wenfengzhongxue/
615,33.393191,120.22978,"BDA Management Committe, Yancheng",jiangsu,http://aqicn.org/city/jiangsu/yancheng/kaifaquguanweihui/
616,33.390623,120.164423,"City Monitoring Station, Yancheng",jiangsu,http://aqicn.org/city/jiangsu/yancheng/shijiancezhan/
617,33.960666,118.281004,Suqian,jiangsu,http://aqicn.org/city/jiangsu/suqian/
618,33.951472,118.298523,"Suqian College , Suqian",jiangsu,http://aqicn.org/city/jiangsu/suqian/suqianxueyuan/
619,33.95784,118.249505,"Suqian Middle School , Suqian",jiangsu,http://aqicn.org/city/jiangsu/suqian/suqianzhongxue/
620,33.94932,118.326569,"Suyu District Environmental Protection Agency , Suqian",jiangsu,http://aqicn.org/city/jiangsu/suqian/suyuquhuanbaoju/
621,33.956982,118.277022,"City Monitoring Station, Suqian",jiangsu,http://aqicn.org/city/jiangsu/suqian/shijiancezhan/
622,28.653436,121.425185,Taizhou,taizhou,http://aqicn.org/city/taizhou/
623,30.572324,114.377844,Donghu Liyuan,wuhan,http://aqicn.org/city/wuhan/donghuliyuan/
624,30.554662,114.256937,Yuehu Lake,wuhan,http://aqicn.org/city/wuhan/hanyangyuehu/
625,30.61724,114.287652,Hankou Huaqiao ,wuhan,http://aqicn.org/city/wuhan/hankouhuaqiao/
626,30.530801,114.309438,Wuchang Ziyang ,wuhan,http://aqicn.org/city/wuhan/wuchangziyang/
627,30.622435,114.375599,Qingshan Ganghua,wuhan,http://aqicn.org/city/wuhan/qingshanganghua/
628,30.480091,114.162176,Dunkou Xinou,wuhan,http://aqicn.org/city/wuhan/chunkouxinqu/
629,30.48095,114.40724,Donghu Gaoxin,wuhan,http://aqicn.org/city/wuhan/donghugaoxin/
630,30.63114,114.135907,Wujianshan,wuhan,http://aqicn.org/city/wuhan/wujiashan/
631,30.297142,113.858587,Yuanshun Road,wuhan,http://aqicn.org/city/wuhan/chenhuqihao/
632,30.591973,114.306887,Wuhan,wuhan,http://aqicn.org/city/wuhan/
633,30.689528,111.292131,Yichang,yichang,http://aqicn.org/city/yichang/
634,30.332608,112.245451,Jingzhou,jingzhou,http://aqicn.org/city/jingzhou/
635,30.19723,115.043908,Huangshi,huangshi,http://aqicn.org/city/huangshi/
636,32.627208,110.803311,Shiyan,shiyan,http://aqicn.org/city/shiyan/
637,32.007029,112.128496,Xiangyang,xiangyang,http://aqicn.org/city/xiangyang/
638,30.389244,114.899884,Ezhou,ezhou,http://aqicn.org/city/ezhou/
639,31.033208,112.205093,Jingmen,jingmen,http://aqicn.org/city/jingmen/
640,30.922089,113.922387,Xiaogan,xiaogan,http://aqicn.org/city/xiaogan/
641,30.45124,114.877378,Huanggang,huanggang,http://aqicn.org/city/huanggang/
642,29.838978,114.327898,Xianning,xianning,http://aqicn.org/city/xianning/
643,31.688342,113.388675,Suizhou,suizhou,http://aqicn.org/city/suizhou/
644,30.269587,109.493042,Enshi,enshi,http://aqicn.org/city/enshi/
645,30.360228,113.460616,Xiantao,xiantao,http://aqicn.org/city/xiantao/
646,30.399387,112.905661,Qianjiang,qianjiang,http://aqicn.org/city/qianjiang/
647,30.661027,113.172549,Tianmen,tianmen,http://aqicn.org/city/tianmen/
648,40.758461,111.731428,"Fertilizer Factory Living Area, Hohhot",cn1,http://aqicn.org/city/cn1/huhehaote/huafeichangshenghuoqu/
649,40.796326,111.635655,"No.1 Prison, Hohhot",cn1,http://aqicn.org/city/cn1/huhehaote/hushiyijian/
650,40.801261,111.667996,"Xiaozhao, Hohhot",cn1,http://aqicn.org/city/cn1/huhehaote/xiaozhao/
651,40.847275,111.668366,"Xingsong Compound, Hohhot",cn1,http://aqicn.org/city/cn1/huhehaote/xingsongxiaoqu/
652,40.814216,111.622284,"Sugar refinery, Hohhot",cn1,http://aqicn.org/city/cn1/huhehaote/tangchang/
653,40.843746,111.756056,"Ruyi Sewage Plant, Hohhot",cn1,http://aqicn.org/city/cn1/huhehaote/ruyishuichulichang/
654,40.278644,111.210658,"No.29 Middle School, Hohhot",cn1,http://aqicn.org/city/cn1/huhehaote/ershijiuzhong/
655,40.657201,109.886738,"City Environmental Monitoring Station, Baotou",china,http://aqicn.org/city/china/baotou/shihuanjingjiancezhan/
656,40.586213,110.002224,"Donghe EPB, Baotou",china,http://aqicn.org/city/china/baotou/donghechenghuanju/
657,40.508334,109.819085,"Baotou shopping mall, Baotou",china,http://aqicn.org/city/china/baotou/baobaidalou/
658,40.633436,109.879821,"Huilong logistics, Baotou",china,http://aqicn.org/city/china/baotou/huilongwuliu/
660,39.837048,109.972209,"Huatai Automobile Mall, Eerduosi",china,http://aqicn.org/city/china/eerduosi/huataiqichecheng/
661,39.789171,109.987742,"Olympus Garden, Eerduosi",china,http://aqicn.org/city/china/eerduosi/aolinhuayuan/
662,39.609284,109.78704,Eerduosi,eerduosi,http://aqicn.org/city/eerduosi/
663,42.275552,118.88507,"Tianyi Road, Chifeng",china,http://aqicn.org/city/china/chifeng/tianyilu/
664,42.329307,118.793045,"Songshan No.1 Middle School, Chifeng",china,http://aqicn.org/city/china/chifeng/songshanyizhong/
665,42.280714,118.988235,"Hada Street, Chifeng",china,http://aqicn.org/city/china/chifeng/hadajie/
666,42.171487,118.89501,"Songshan Road, Chifeng",china,http://aqicn.org/city/china/chifeng/songshanlu/
667,42.259752,118.893027,Chifeng,chifeng,http://aqicn.org/city/chifeng/
668,26.069106,119.357821,"Gushan, Fuzhou",cn1,http://aqicn.org/city/cn1/fuzhou/gushan/
669,26.025273,119.423455,"Kuaian, Fuzhou",cn1,http://aqicn.org/city/cn1/fuzhou/kuaian/
670,26.035656,119.314325,"Normal Univertsity, Fuzhou",cn1,http://aqicn.org/city/cn1/fuzhou/shida/
671,26.083706,119.312999,"Wusi North Road, Fuzhou",cn1,http://aqicn.org/city/cn1/fuzhou/wusibeilu/
672,26.073658,119.270984,"Yangqiao West  Road, Fuzhou",cn1,http://aqicn.org/city/cn1/fuzhou/yangqiaoxilu/
673,26.073734,119.329425,"Ziyang, Fuzhou",cn1,http://aqicn.org/city/cn1/fuzhou/ziyang/
674,26.071406,119.301294,Fuzhou,fuzhou,http://aqicn.org/city/fuzhou/
675,24.815345,118.161848,"Xidong, Xiamen",china,http://aqicn.org/city/china/xiamen/xidong/
676,24.473969,118.156281,"Hongwen, Xiamen",china,http://aqicn.org/city/china/xiamen/hongwen/
677,24.443168,118.068571,"Gulangyu, Xiamen",china,http://aqicn.org/city/china/xiamen/gulangyu/
678,24.51235,118.099146,"Huli, Xiamen",china,http://aqicn.org/city/china/xiamen/huli/
679,24.477187,118.094402,Xiamen,xiamen,http://aqicn.org/city/xiamen/
680,24.939503,118.598337,"Qingyuan Montain, Quanzhou",china,http://aqicn.org/city/china/quanzhou/qingyuanshan/
681,24.90867,118.586397,"Tushan Street, Quanzhou",china,http://aqicn.org/city/china/quanzhou/tushanjie/
682,24.304154,118.070903,"Wanan, Quanzhou",china,http://aqicn.org/city/china/quanzhou/wanan/
683,24.87179,118.68001,Quanzhou,quanzhou,http://aqicn.org/city/quanzhou/
684,36.590406,101.755737,"City Environmental Monitoring Station, Xining",cn1,http://aqicn.org/city/cn1/xining/shihuanjingjiancezhan/
685,36.617062,101.78016,"Provincial Pharmaceutical Warehouse, Xining",cn1,http://aqicn.org/city/cn1/xining/shengyiyaocangku/
686,36.578536,101.849061,"Silu hospital, Xining",cn1,http://aqicn.org/city/cn1/xining/siluyiyuan/
687,37.887889,112.528383,"Jiancaoping, Taiyuan",china,http://aqicn.org/city/china/taiyuan/jiancaoping/
688,37.910779,112.579258,"Jianhe, Taiyuan",china,http://aqicn.org/city/china/taiyuan/jianhe/
689,38.011589,112.440679,"Shanglan, Taiyuan",china,http://aqicn.org/city/china/taiyuan/shanglan/
690,37.713164,112.475552,"Jinyuan, Taiyuan",china,http://aqicn.org/city/china/taiyuan/jinyuan/
691,37.782137,112.483533,"Xiaodian, Taiyuan",china,http://aqicn.org/city/china/taiyuan/xiaodian/
692,37.869752,112.543332,"Taoyuan, Taiyuan",china,http://aqicn.org/city/china/taiyuan/taoyuan/
693,37.819998,112.576252,"Wucheng, Taiyuan",china,http://aqicn.org/city/china/taiyuan/wucheng/
694,37.985902,112.555312,"Nanzhai, Taiyuan",china,http://aqicn.org/city/china/taiyuan/nanzhai/
695,37.781205,112.494494,"Jinsheng, Taiyuan",china,http://aqicn.org/city/china/taiyuan/jinsheng/
696,37.871115,112.555178,Taiyuan,taiyuan,http://aqicn.org/city/taiyuan/
697,36.194062,113.10389,"Monitoring station, Changzhi",china,http://aqicn.org/city/china/changzhi/jiancezhan/
698,36.212787,113.095221,"Auditing bureau, Changzhi",china,http://aqicn.org/city/china/changzhi/shenjiju/
699,36.154328,113.116385,"Qinghua station, Changzhi",china,http://aqicn.org/city/china/changzhi/qinghuazhan/
700,36.185451,113.099481,"No.8 middle school, Changzhi",china,http://aqicn.org/city/china/changzhi/changzhibazhong/
701,36.195553,113.12292,Changzhi,changzhi,http://aqicn.org/city/changzhi/
702,40.076997,113.278079,"Yungang Hotel, Datong",china,http://aqicn.org/city/china/datong/yungangbinguan/
703,40.085608,113.27808,"college of education, Datong",china,http://aqicn.org/city/china/datong/jiaoyuxueyuan/
704,40.078016,113.307143,Datong,datong,http://aqicn.org/city/datong/
705,36.07131,111.509046,"Technical Schools, Linfen",china,http://aqicn.org/city/china/linfen/jigongxuexiao/
706,36.087425,111.508771,"Municipal party committee, Linfen",china,http://aqicn.org/city/china/linfen/shiwei/
707,36.041614,111.497968,"South Airport, Linfen",china,http://aqicn.org/city/china/linfen/nanjichang/
708,36.087944,111.525098,Linfen,linfen,http://aqicn.org/city/linfen/
709,37.848012,113.578636,"City center, Yangquan",china,http://aqicn.org/city/china/yangquan/shizhongxin/
710,37.857475,113.586921,Yangquan,yangquan,http://aqicn.org/city/yangquan/
711,35.504787,112.857245,"Water Company, Jincheng",china,http://aqicn.org/city/china/jincheng/zilaishuigongsi/
712,35.492858,112.841566,"Baiyun shopping mall, Jincheng",china,http://aqicn.org/city/china/jincheng/baiyunshangmao/
713,35.488422,112.858528,"City EPA, Jincheng",china,http://aqicn.org/city/china/jincheng/shihuanbaoju/
714,35.484844,112.878073,"Institute of Technology, Jincheng",china,http://aqicn.org/city/china/jincheng/jishuxueyuan/
715,35.478725,112.838636,"No.1 middle school, Jincheng",china,http://aqicn.org/city/china/jincheng/zezhouyizhong/
716,35.490287,112.85794,Jincheng,jincheng,http://aqicn.org/city/jincheng/
717,39.349251,112.453433,"Pingshuo, Shuozhou",china,http://aqicn.org/city/china/shuozhou/pingshuo/
718,39.320857,112.430641,"District Government, Shuozhou",china,http://aqicn.org/city/china/shuozhou/quzhengfu/
719,39.331495,112.407997,"City EPA, Shuozhou",china,http://aqicn.org/city/china/shuozhou/shihuanbaoju/
720,39.377963,112.432877,"No.2 middle school, Shuozhou",china,http://aqicn.org/city/china/shuozhou/shierzhong/
721,39.332756,112.439672,Shuozhou,shuozhou,http://aqicn.org/city/shuozhou/
722,37.697891,112.771017,"Jinlun compound, Jinzhong",china,http://aqicn.org/city/china/jinzhong/jinlunxiaoqu/
723,37.688355,112.725844,"Hydraulic Component Factory, Jinzhong",china,http://aqicn.org/city/china/jinzhong/yeyajianchang/
724,37.713148,112.732036,"Nandu compound, Jinzhong",china,http://aqicn.org/city/china/jinzhong/nanduxiaoqu/
725,37.698228,112.714167,"Yuci district government, Jinzhong",china,http://aqicn.org/city/china/jinzhong/yuciquzhengfu/
726,37.687705,112.759187,Jinzhong,jinzhong,http://aqicn.org/city/jinzhong/
727,35.012345,111.003215,"Yuncheng Middle School, Yuncheng",china,http://aqicn.org/city/china/yuncheng/yunchengzhongxue/
728,35.05065,111.029571,"Yudou BDA, Yuncheng",china,http://aqicn.org/city/china/yuncheng/yudukaifaqu/
729,35.038753,111.051992,"Yuncheng college, Yuncheng",china,http://aqicn.org/city/china/yuncheng/yunchengxueyuan/
730,35.028727,110.974076,"Regional Technical School, Yuncheng",china,http://aqicn.org/city/china/yuncheng/diqujixiao/
731,35.084515,111.05339,"Airport new district, Yuncheng",china,http://aqicn.org/city/china/yuncheng/konggangxinqu/
732,35.025675,111.013344,Yuncheng,yuncheng,http://aqicn.org/city/yuncheng/
733,38.413292,112.742432,"Jiyin, Xinzhou",china,http://aqicn.org/city/china/xinzhou/jiyin/
734,38.450069,112.736723,"BDA, Xinzhou",china,http://aqicn.org/city/china/xinzhou/kaifaqu/
735,38.492043,112.709772,"Convention Center, Xinzhou",china,http://aqicn.org/city/china/xinzhou/huizhanzhongxin/
736,38.417244,112.740742,Xinzhou,xinzhou,http://aqicn.org/city/xinzhou/
737,37.522189,111.144365,"City EPA, Luliang",china,http://aqicn.org/city/china/lvliang/shihuanbaoju/
738,37.51689,111.135101,"Soybean factory, Luliang",china,http://aqicn.org/city/china/lvliang/douzhipinchang/
739,37.53394,111.138834,"Water Company, Luliang",china,http://aqicn.org/city/china/lvliang/zilaishuigongsi/
740,25.027007,103.668566,Luliang,luliang,http://aqicn.org/city/luliang/
741,34.776251,111.198781,"City government, Sanmenxia",china,http://aqicn.org/city/china/sanmenxia/shizhengfu/
742,34.790723,111.191846,"No.2 Printing Factory, Sanmenxia",%E4%B8%89%E9%97%A8%E5%B3%A1,http://aqicn.org/?city=China/%E4%B8%89%E9%97%A8%E5%B3%A1/%E4%BA%8C%E5%8D%B0
743,34.800434,111.204332,"BDA, Sanmenxia",china,http://aqicn.org/city/china/sanmenxia/kaifaqu/
744,34.771506,111.206129,Sanmenxia,sanmenxia,http://aqicn.org/city/sanmenxia/
745,43.919094,125.329521,"Food Factory, Changchun",china,http://aqicn.org/city/china/changchun/shipinchang/
746,43.912337,125.293431,"Bus Factory, Changchun",china,http://aqicn.org/city/china/changchun/kechechang/
747,43.842368,125.285005,"Institute of Posts and Telecommunications, Changchun",china,http://aqicn.org/city/china/changchun/youdianxueyuan/
748,43.877293,125.371519,"Laodong Park, Changchun",china,http://aqicn.org/city/china/changchun/laodonggongyuan/
749,43.871825,125.331519,"Forest area, Changchun",china,http://aqicn.org/city/china/changchun/yuanlinchu/
750,43.79031,125.460561,"Jinyuetan, Changchun",china,http://aqicn.org/city/china/changchun/jingyuetan/
751,43.552321,125.639086,"Shuaiwanzi, Changchun",china,http://aqicn.org/city/china/changchun/shuaiwanzi/
752,43.869221,125.42365,"Economic Development Zone Sanitation Department, Changchun",china,http://aqicn.org/city/china/changchun/jingkaiquhuanweichu/
753,43.819064,125.256375,"High-tech Zone Administrative Committee, Changchun",china,http://aqicn.org/city/china/changchun/gaoxinquguanweihui/
754,43.852365,125.223399,"Daishan Park, Changchun",china,http://aqicn.org/city/china/changchun/daishangongyuan/
755,43.819415,125.329977,Changchun,changchun,http://aqicn.org/city/changchun/
756,43.888081,126.545727,"Hadawan, Jilin",china,http://aqicn.org/city/china/jilin/hadawan/
757,43.768169,126.678802,"Fengman, Jilin",china,http://aqicn.org/city/china/jilin/fengman/
758,43.827403,126.502281,"Electric Power College, Jilin",china,http://aqicn.org/city/china/jilin/dianlixueyuan/
759,43.83531,126.556519,"Jiangnan Park, Jilin",china,http://aqicn.org/city/china/jilin/jiangnangongyuan/
760,43.838597,126.590068,"Dongjuzi, Jilin",china,http://aqicn.org/city/china/jilin/dongjuzi/
761,43.907998,126.60813,"Jiangbei, Jilin",%E5%90%89%E6%9E%97,http://aqicn.org/?city=China/%E5%90%89%E6%9E%97/%E6%B1%9F%E5%8C%97
762,45.619421,122.815434,"Agricultural Science Academy, Jilin",%E5%90%89%E6%9E%97,http://aqicn.org/?city=China/%E5%90%89%E6%9E%97/%E5%86%9C%E7%A7%91%E9%99%A2
763,43.840137,126.555262,Jilin,jilin,http://aqicn.org/city/jilin/
764,45.756979,126.548008,"Lingbei, Haerbin",china,http://aqicn.org/city/china/haerbin/lingbei/
765,45.818624,126.566963,"Songbei Commercial University, Haerbin",china,http://aqicn.org/city/china/haerbin/songbeishangda/
766,45.544286,126.985183,"Acheng huining, Haerbin",china,http://aqicn.org/city/china/haerbin/achenghuining/
767,45.724121,126.604906,"Nangang College Street, Haerbin",china,http://aqicn.org/city/china/haerbin/nangangxuefulu/
768,45.775332,126.695101,"Taiping Hongwei Park, Haerbin",china,http://aqicn.org/city/china/haerbin/taipinghongweigongyuan/
